,p0q0
6140,0.301
6141,0.344
6142,0.402
6143,0.341
6144,0.303
6145,0.296
6146,0.308
6147,0.337
6148,0.32
6149,0.291
6150,0.354
6151,0.316
6152,0.131
6153,0.142
6154,0.196
6155,0.132
6156,0.134
6157,0.134
6158,0.136
6159,0.143
6160,0.112
6161,0.116
6162,0.134
6163,0.171
6164,0.131
6165,0.142
6166,0.187
6167,0.164
6168,0.145
6169,0.143
6170,0.144
6171,0.153
6172,0.185
6173,0.153
6174,0.133
6175,0.145
6176,0.144
6177,0.153
6178,0.153
6179,0.141
6180,0.13
6181,0.117
6182,0.131
6183,0.173
6184,0.117
6185,0.116
6186,0.114
6187,0.116
6188,0.125
6189,0.095
6190,0.102
6191,0.115
6192,0.137
6193,0.113
6194,0.123
6195,0.159
6196,0.128
6197,0.127
6198,0.126
6199,0.122
6200,0.128
6201,0.168
6202,0.127
6203,0.114
6204,0.131
6205,0.133
6206,0.138
6207,0.129
6208,0.124
6209,0.117
6210,0.178
6211,0.171
6212,0.146
6213,0.135
6214,0.142
6215,0.121
6216,0.126
6217,0.123
6218,0.161
6219,0.143
6220,0.147
6221,0.144
6222,0.16
6223,0.182
6224,0.167
6225,0.147
6226,0.154
6227,0.152
6228,0.152
6229,0.097
6230,0.151
6231,0.145
6232,0.145
6233,0.143
6234,0.145
6235,0.312
6236,0.312
6237,0.261
6238,0.264
6239,0.28
6240,0.252
6241,0.27
6242,0.278
6243,0.286
6244,0.27
6245,0.278
6246,0.266
6247,0.283
6248,0.287
6249,0.306
6250,0.265
6251,0.269
6252,0.27
6253,0.282
6254,0.24
6255,0.263
6256,0.275
6257,0.261
6258,0.294
6259,0.274
6260,0.361
6261,0.324
6262,0.321
6263,0.321
6264,0.322
6265,0.266
6266,0.327
6267,0.284
6268,0.332
6269,0.298
6270,0.33
6271,0.303
6272,0.329
6273,0.348
6274,0.347
6275,0.335
6276,0.304
6277,0.347
6278,0.328
6279,0.291
6280,0.327
6281,0.335
6282,0.329
6283,0.342
6284,0.347
6285,0.277
6286,0.286
6287,0.224
6288,0.245
6289,0.247
6290,0.223
6291,0.248
6292,0.236
6293,0.276
6294,0.256
6295,0.264
6296,0.26
6297,0.268
6298,0.264
6299,0.264
6300,0.243
6301,0.251
6302,0.254
6303,0.264
6304,0.191
6305,0.244
6306,0.251
6307,0.249
6308,0.28
6309,0.251
6310,0.343
6311,0.346
6312,0.271
6313,0.288
6314,0.288
6315,0.257
6316,0.291
6317,0.278
6318,0.337
6319,0.302
6320,0.304
6321,0.308
6322,0.319
6323,0.334
6324,0.332
6325,0.289
6326,0.287
6327,0.3
6328,0.333
6329,0.201
6330,0.288
6331,0.299
6332,0.277
6333,0.285
6334,0.304
6335,0.156
6336,0.151
6337,0.131
6338,0.142
6339,0.128
6340,0.121
6341,0.122
6342,0.128
6343,0.138
6344,0.133
6345,0.138
6346,0.138
6347,0.141
6348,0.147
6349,0.139
6350,0.154
6351,0.133
6352,0.14
6353,0.14
6354,0.12
6355,0.137
6356,0.135
6357,0.131
6358,0.132
6359,0.137
6360,0.324
6361,0.341
6362,0.244
6363,0.273
6364,0.276
6365,0.233
6366,0.263
6367,0.26
6368,0.311
6369,0.291
6370,0.291
6371,0.273
6372,0.295
6373,0.314
6374,0.314
6375,0.27
6376,0.271
6377,0.272
6378,0.292
6379,0.18
6380,0.271
6381,0.273
6382,0.255
6383,0.261
6384,0.277
6385,0.357
6386,0.355
6387,0.298
6388,0.297
6389,0.309
6390,0.267
6391,0.288
6392,0.273
6393,0.296
6394,0.281
6395,0.313
6396,0.282
6397,0.309
6398,0.351
6399,0.349
6400,0.291
6401,0.299
6402,0.329
6403,0.285
6404,0.274
6405,0.321
6406,0.335
6407,0.316
6408,0.338
6409,0.307
6410,0.19
6411,0.173
6412,0.174
6413,0.174
6414,0.17
6415,0.161
6416,0.162
6417,0.162
6418,0.181
6419,0.175
6420,0.163
6421,0.157
6422,0.182
6423,0.188
6424,0.181
6425,0.186
6426,0.18
6427,0.176
6428,0.178
6429,0.15
6430,0.175
6431,0.168
6432,0.171
6433,0.184
6434,0.181
6435,0.123
6436,0.127
6437,0.118
6438,0.107
6439,0.112
6440,0.115
6441,0.116
6442,0.113
6443,0.118
6444,0.122
6445,0.115
6446,0.115
6447,0.122
6448,0.108
6449,0.117
6450,0.114
6451,0.106
6452,0.134
6453,0.108
6454,0.104
6455,0.118
6456,0.116
6457,0.114
6458,0.114
6459,0.113
6460,0.302
6461,0.313
6462,0.221
6463,0.224
6464,0.226
6465,0.21
6466,0.225
6467,0.223
6468,0.27
6469,0.261
6470,0.27
6471,0.253
6472,0.262
6473,0.28
6474,0.283
6475,0.247
6476,0.248
6477,0.23
6478,0.265
6479,0.158
6480,0.223
6481,0.253
6482,0.223
6483,0.236
6484,0.254
6485,0.254
6486,0.252
6487,0.18
6488,0.195
6489,0.178
6490,0.175
6491,0.175
6492,0.181
6493,0.217
6494,0.206
6495,0.208
6496,0.203
6497,0.213
6498,0.241
6499,0.23
6500,0.203
6501,0.203
6502,0.192
6503,0.207
6504,0.137
6505,0.192
6506,0.188
6507,0.188
6508,0.194
6509,0.203
6510,0.164
6511,0.165
6512,0.167
6513,0.177
6514,0.167
6515,0.164
6516,0.166
6517,0.167
6518,0.176
6519,0.161
6520,0.165
6521,0.164
6522,0.176
6523,0.168
6524,0.165
6525,0.173
6526,0.164
6527,0.179
6528,0.171
6529,0.175
6530,0.168
6531,0.164
6532,0.165
6533,0.164
6534,0.169
6535,0.282
6536,0.29
6537,0.198
6538,0.213
6539,0.199
6540,0.191
6541,0.175
6542,0.199
6543,0.24
6544,0.23
6545,0.232
6546,0.223
6547,0.234
6548,0.261
6549,0.264
6550,0.224
6551,0.233
6552,0.206
6553,0.228
6554,0.142
6555,0.218
6556,0.216
6557,0.207
6558,0.212
6559,0.229
6560,0.247
6561,0.227
6562,0.241
6563,0.203
6564,0.233
6565,0.241
6566,0.226
6567,0.183
6568,0.171
6569,0.208
6570,0.232
6571,0.181
6572,0.213
6573,0.231
6574,0.209
6575,0.225
6576,0.189
6577,0.193
6578,0.209
6579,0.173
6580,0.165
6581,0.203
6582,0.194
6583,0.196
6584,0.172
6585,0.261
6586,0.195
6587,0.404
6588,0.371
6589,0.392
6590,0.284
6591,0.414
6592,0.427
6593,0.363
6594,0.329
6595,0.389
6596,0.361
6597,0.375
6598,0.316
6599,0.351
6600,0.396
6601,0.312
6602,0.368
6603,0.297
6604,0.346
6605,0.355
6606,0.303
6607,0.288
6608,0.368
6609,0.332
6610,0.334
6611,0.345
6612,0.428
6613,0.36
6614,0.494
6615,0.505
6616,0.485
6617,0.393
6618,0.467
6619,0.567
6620,0.451
6621,0.434
6622,0.498
6623,0.423
6624,0.475
6625,0.374
6626,0.421
6627,0.513
6628,0.43
6629,0.449
6630,0.415
6631,0.43
6632,0.48
6633,0.397
6634,0.366
6635,0.485
6636,0.451
6637,0.428
6638,0.435
6639,0.489
6640,0.479
6641,0.332
6642,0.306
6643,0.317
6644,0.278
6645,0.318
6646,0.345
6647,0.317
6648,0.297
6649,0.334
6650,0.315
6651,0.345
6652,0.293
6653,0.337
6654,0.335
6655,0.3
6656,0.296
6657,0.294
6658,0.302
6659,0.307
6660,0.292
6661,0.278
6662,0.32
6663,0.298
6664,0.311
6665,0.294
6666,0.364
6667,0.314
6668,0.442
6669,0.413
6670,0.426
6671,0.353
6672,0.425
6673,0.466
6674,0.42
6675,0.346
6676,0.412
6677,0.42
6678,0.439
6679,0.357
6680,0.409
6681,0.441
6682,0.384
6683,0.402
6684,0.384
6685,0.387
6686,0.427
6687,0.348
6688,0.331
6689,0.412
6690,0.375
6691,0.358
6692,0.359
6693,0.455
6694,0.396
6695,0.201
6696,0.198
6697,0.193
6698,0.198
6699,0.207
6700,0.202
6701,0.193
6702,0.175
6703,0.154
6704,0.182
6705,0.194
6706,0.143
6707,0.194
6708,0.192
6709,0.179
6710,0.197
6711,0.18
6712,0.165
6713,0.185
6714,0.154
6715,0.139
6716,0.179
6717,0.175
6718,0.17
6719,0.149
6720,0.214
6721,0.178
6722,0.42
6723,0.393
6724,0.414
6725,0.332
6726,0.416
6727,0.434
6728,0.404
6729,0.33
6730,0.349
6731,0.385
6732,0.418
6733,0.342
6734,0.365
6735,0.424
6736,0.347
6737,0.385
6738,0.337
6739,0.365
6740,0.381
6741,0.328
6742,0.301
6743,0.39
6744,0.346
6745,0.348
6746,0.323
6747,0.439
6748,0.35
6749,0.489
6750,0.468
6751,0.462
6752,0.403
6753,0.447
6754,0.488
6755,0.444
6756,0.416
6757,0.437
6758,0.42
6759,0.464
6760,0.335
6761,0.399
6762,0.492
6763,0.384
6764,0.438
6765,0.375
6766,0.414
6767,0.456
6768,0.364
6769,0.328
6770,0.482
6771,0.425
6772,0.424
6773,0.41
6774,0.466
6775,0.506
6776,0.196
6777,0.167
6778,0.18
6779,0.188
6780,0.187
6781,0.182
6782,0.182
6783,0.179
6784,0.182
6785,0.186
6786,0.186
6787,0.179
6788,0.185
6789,0.192
6790,0.201
6791,0.187
6792,0.198
6793,0.18
6794,0.192
6795,0.18
6796,0.176
6797,0.186
6798,0.189
6799,0.194
6800,0.18
6801,0.193
6802,0.19
6803,0.234
6804,0.158
6805,0.221
6806,0.106
6807,0.207
6808,0.352
6809,0.163
6810,0.116
6811,0.16
6812,0.162
6813,0.236
6814,0.11
6815,0.154
6816,0.225
6817,0.129
6818,0.153
6819,0.14
6820,0.151
6821,0.162
6822,0.104
6823,0.114
6824,0.242
6825,0.121
6826,0.124
6827,0.124
6828,0.214
6829,0.336
6830,0.137
6831,0.381
6832,0.345
6833,0.371
6834,0.309
6835,0.373
6836,0.382
6837,0.359
6838,0.283
6839,0.304
6840,0.342
6841,0.376
6842,0.296
6843,0.339
6844,0.372
6845,0.316
6846,0.35
6847,0.311
6848,0.317
6849,0.34
6850,0.295
6851,0.283
6852,0.341
6853,0.309
6854,0.325
6855,0.294
6856,0.389
6857,0.325
6858,0.297
6859,0.287
6860,0.292
6861,0.261
6862,0.289
6863,0.31
6864,0.267
6865,0.237
6866,0.232
6867,0.26
6868,0.265
6869,0.223
6870,0.271
6871,0.294
6872,0.256
6873,0.251
6874,0.244
6875,0.232
6876,0.257
6877,0.225
6878,0.219
6879,0.259
6880,0.239
6881,0.243
6882,0.22
6883,0.308
6884,0.255
6885,0.198
6886,0.208
6887,0.186
6888,0.187
6889,0.188
6890,0.179
6891,0.182
6892,0.18
6893,0.182
6894,0.194
6895,0.191
6896,0.181
6897,0.201
6898,0.197
6899,0.198
6900,0.185
6901,0.191
6902,0.194
6903,0.181
6904,0.188
6905,0.184
6906,0.198
6907,0.203
6908,0.199
6909,0.193
6910,0.199
6911,0.181
6912,0.198
6913,0.332
6914,0.321
6915,0.324
6916,0.276
6917,0.318
6918,0.334
6919,0.305
6920,0.245
6921,0.268
6922,0.29
6923,0.299
6924,0.257
6925,0.284
6926,0.329
6927,0.264
6928,0.284
6929,0.257
6930,0.27
6931,0.289
6932,0.26
6933,0.249
6934,0.301
6935,0.277
6936,0.281
6937,0.253
6938,0.344
6939,0.273
6940,0.301
6941,0.318
6942,0.277
6943,0.279
6944,0.267
6945,0.259
6946,0.261
6947,0.264
6948,0.248
6949,0.284
6950,0.248
6951,0.254
6952,0.265
6953,0.24
6954,0.269
6955,0.229
6956,0.222
6957,0.235
6958,0.182
6959,0.206
6960,0.241
6961,0.221
6962,0.218
6963,0.289
6964,0.47
6965,0.509
6966,0.505
6967,0.461
6968,0.423
6969,0.43
6970,0.463
6971,0.482
6972,0.427
6973,0.462
6974,0.437
6975,0.435
6976,0.458
6977,0.421
6978,0.454
6979,0.396
6980,0.411
6981,0.447
6982,0.357
6983,0.358
6984,0.407
6985,0.394
6986,0.416
6987,0.438
6988,0.592
6989,0.563
6990,0.879
6991,0.624
6992,0.493
6993,0.567
6994,0.561
6995,0.608
6996,0.549
6997,0.572
6998,0.559
6999,0.565
7000,0.576
7001,0.545
7002,0.593
7003,0.505
7004,0.532
7005,0.566
7006,0.447
7007,0.462
7008,0.518
7009,0.541
7010,0.547
7011,0.544
7012,0.4
7013,0.436
7014,0.422
7015,0.409
7016,0.371
7017,0.406
7018,0.423
7019,0.464
7020,0.377
7021,0.424
7022,0.386
7023,0.374
7024,0.373
7025,0.305
7026,0.43
7027,0.329
7028,0.338
7029,0.37
7030,0.277
7031,0.307
7032,0.36
7033,0.342
7034,0.348
7035,0.407
7036,0.516
7037,0.498
7038,0.532
7039,0.533
7040,0.471
7041,0.5
7042,0.511
7043,0.533
7044,0.453
7045,0.54
7046,0.47
7047,0.473
7048,0.501
7049,0.48
7050,0.524
7051,0.439
7052,0.434
7053,0.478
7054,0.364
7055,0.409
7056,0.45
7057,0.443
7058,0.447
7059,0.517
7060,0.249
7061,0.267
7062,0.237
7063,0.235
7064,0.219
7065,0.2
7066,0.222
7067,0.216
7068,0.211
7069,0.238
7070,0.203
7071,0.211
7072,0.221
7073,0.201
7074,0.216
7075,0.179
7076,0.179
7077,0.195
7078,0.156
7079,0.169
7080,0.203
7081,0.188
7082,0.185
7083,0.235
7084,0.489
7085,0.474
7086,0.484
7087,0.485
7088,0.434
7089,0.464
7090,0.461
7091,0.492
7092,0.428
7093,0.5
7094,0.442
7095,0.431
7096,0.475
7097,0.448
7098,0.48
7099,0.405
7100,0.41
7101,0.459
7102,0.325
7103,0.388
7104,0.447
7105,0.418
7106,0.402
7107,0.484
7108,0.569
7109,0.55
7110,0.761
7111,0.59
7112,0.485
7113,0.543
7114,0.535
7115,0.559
7116,0.539
7117,0.552
7118,0.524
7119,0.544
7120,0.54
7121,0.528
7122,0.593
7123,0.489
7124,0.504
7125,0.529
7126,0.443
7127,0.444
7128,0.508
7129,0.516
7130,0.526
7131,0.525
7132,0.209
7133,0.227
7134,0.211
7135,0.206
7136,0.203
7137,0.193
7138,0.142
7139,0.199
7140,0.199
7141,0.206
7142,0.203
7143,0.194
7144,0.206
7145,0.192
7146,0.204
7147,0.194
7148,0.192
7149,0.194
7150,0.179
7151,0.187
7152,0.194
7153,0.195
7154,0.195
7155,0.204
7156,0.501
7157,0.422
7158,0.487
7159,0.484
7160,0.345
7161,0.447
7162,0.504
7163,0.487
7164,0.285
7165,0.494
7166,0.309
7167,0.368
7168,0.506
7169,0.347
7170,0.492
7171,0.194
7172,0.211
7173,0.428
7174,0.119
7175,0.164
7176,0.329
7177,0.217
7178,0.186
7179,0.48
7180,0.432
7181,0.436
7182,0.431
7183,0.443
7184,0.425
7185,0.414
7186,0.419
7187,0.435
7188,0.368
7189,0.433
7190,0.419
7191,0.43
7192,0.414
7193,0.409
7194,0.426
7195,0.388
7196,0.381
7197,0.392
7198,0.301
7199,0.358
7200,0.404
7201,0.359
7202,0.368
7203,0.437
7204,0.379
7205,0.372
7206,0.354
7207,0.366
7208,0.332
7209,0.332
7210,0.352
7211,0.343
7212,0.31
7213,0.353
7214,0.314
7215,0.33
7216,0.346
7217,0.308
7218,0.333
7219,0.272
7220,0.255
7221,0.308
7222,0.22
7223,0.242
7224,0.306
7225,0.27
7226,0.27
7227,0.369
7228,0.207
7229,0.205
7230,0.199
7231,0.226
7232,0.19
7233,0.226
7234,0.196
7235,0.201
7236,0.207
7237,0.194
7238,0.187
7239,0.187
7240,0.211
7241,0.2
7242,0.205
7243,0.2
7244,0.2
7245,0.212
7246,0.192
7247,0.207
7248,0.2
7249,0.209
7250,0.195
7251,0.21
7252,0.411
7253,0.421
7254,0.398
7255,0.403
7256,0.379
7257,0.375
7258,0.384
7259,0.39
7260,0.334
7261,0.41
7262,0.349
7263,0.375
7264,0.379
7265,0.36
7266,0.378
7267,0.324
7268,0.308
7269,0.352
7270,0.272
7271,0.271
7272,0.348
7273,0.318
7274,0.309
7275,0.406
7276,0.205
7277,0.17
7278,0.182
7279,0.177
7280,0.203
7281,0.19
7282,0.145
7283,0.189
7284,0.172
7285,0.164
7286,0.198
7287,0.183
7288,0.173
7289,0.195
7290,0.174
7291,0.183
7292,0.198
7293,0.18
7294,0.164
7295,0.157
7296,0.188
7297,0.162
7298,0.167
7299,0.163
7300,0.194
7301,0.202
7302,0.403
7303,0.36
7304,0.296
7305,0.413
7306,0.427
7307,0.423
7308,0.333
7309,0.381
7310,0.394
7311,0.374
7312,0.381
7313,0.358
7314,0.296
7315,0.387
7316,0.337
7317,0.355
7318,0.396
7319,0.299
7320,0.345
7321,0.324
7322,0.487
7323,0.3
7324,0.355
7325,0.311
7326,0.366
7327,0.321
7328,0.48
7329,0.378
7330,0.347
7331,0.46
7332,0.465
7333,0.556
7334,0.35
7335,0.442
7336,0.491
7337,0.448
7338,0.429
7339,0.442
7340,0.383
7341,0.441
7342,0.38
7343,0.432
7344,0.446
7345,0.349
7346,0.373
7347,0.373
7348,0.639
7349,0.369
7350,0.461
7351,0.359
7352,0.467
7353,0.392
7354,0.327
7355,0.337
7356,0.268
7357,0.342
7358,0.335
7359,0.32
7360,0.288
7361,0.331
7362,0.326
7363,0.308
7364,0.345
7365,0.33
7366,0.272
7367,0.319
7368,0.286
7369,0.303
7370,0.313
7371,0.269
7372,0.286
7373,0.266
7374,0.409
7375,0.259
7376,0.313
7377,0.259
7378,0.335
7379,0.292
7380,0.431
7381,0.396
7382,0.315
7383,0.435
7384,0.451
7385,0.407
7386,0.368
7387,0.405
7388,0.405
7389,0.407
7390,0.397
7391,0.423
7392,0.339
7393,0.414
7394,0.357
7395,0.393
7396,0.421
7397,0.338
7398,0.352
7399,0.333
7400,0.52
7401,0.322
7402,0.386
7403,0.317
7404,0.402
7405,0.339
7406,0.163
7407,0.149
7408,0.154
7409,0.152
7410,0.169
7411,0.17
7412,0.134
7413,0.159
7414,0.145
7415,0.146
7416,0.162
7417,0.158
7418,0.155
7419,0.17
7420,0.149
7421,0.156
7422,0.168
7423,0.161
7424,0.14
7425,0.144
7426,0.161
7427,0.139
7428,0.142
7429,0.143
7430,0.169
7431,0.169
7432,0.392
7433,0.432
7434,0.28
7435,0.374
7436,0.407
7437,0.381
7438,0.33
7439,0.36
7440,0.365
7441,0.354
7442,0.372
7443,0.384
7444,0.319
7445,0.443
7446,0.332
7447,0.356
7448,0.393
7449,0.291
7450,0.326
7451,0.301
7452,0.42
7453,0.287
7454,0.349
7455,0.329
7456,0.359
7457,0.327
7458,0.468
7459,0.395
7460,0.345
7461,0.422
7462,0.461
7463,0.539
7464,0.354
7465,0.427
7466,0.455
7467,0.433
7468,0.432
7469,0.429
7470,0.365
7471,0.437
7472,0.383
7473,0.414
7474,0.446
7475,0.332
7476,0.386
7477,0.374
7478,0.579
7479,0.363
7480,0.441
7481,0.355
7482,0.459
7483,0.391
7484,0.182
7485,0.171
7486,0.185
7487,0.178
7488,0.182
7489,0.186
7490,0.16
7491,0.187
7492,0.163
7493,0.174
7494,0.192
7495,0.178
7496,0.18
7497,0.185
7498,0.188
7499,0.193
7500,0.19
7501,0.181
7502,0.177
7503,0.176
7504,0.19
7505,0.17
7506,0.175
7507,0.174
7508,0.181
7509,0.187
7510,0.146
7511,0.201
7512,0.101
7513,0.151
7514,0.174
7515,0.152
7516,0.113
7517,0.139
7518,0.145
7519,0.14
7520,0.148
7521,0.157
7522,0.112
7523,0.163
7524,0.1
7525,0.132
7526,0.154
7527,0.109
7528,0.107
7529,0.113
7530,0.271
7531,0.105
7532,0.142
7533,0.102
7534,0.143
7535,0.116
7536,0.345
7537,0.299
7538,0.25
7539,0.325
7540,0.347
7541,0.323
7542,0.285
7543,0.29
7544,0.324
7545,0.292
7546,0.337
7547,0.323
7548,0.276
7549,0.335
7550,0.292
7551,0.304
7552,0.337
7553,0.279
7554,0.289
7555,0.263
7556,0.334
7557,0.25
7558,0.294
7559,0.299
7560,0.322
7561,0.291
7562,0.249
7563,0.257
7564,0.215
7565,0.243
7566,0.247
7567,0.244
7568,0.216
7569,0.232
7570,0.238
7571,0.212
7572,0.246
7573,0.235
7574,0.211
7575,0.24
7576,0.21
7577,0.22
7578,0.25
7579,0.206
7580,0.205
7581,0.207
7582,0.228
7583,0.199
7584,0.221
7585,0.228
7586,0.238
7587,0.234
7588,0.167
7589,0.172
7590,0.174
7591,0.177
7592,0.174
7593,0.181
7594,0.164
7595,0.214
7596,0.176
7597,0.18
7598,0.177
7599,0.202
7600,0.167
7601,0.174
7602,0.179
7603,0.18
7604,0.174
7605,0.173
7606,0.174
7607,0.163
7608,0.187
7609,0.165
7610,0.175
7611,0.169
7612,0.181
7613,0.162
7614,0.283
7615,0.277
7616,0.227
7617,0.27
7618,0.282
7619,0.272
7620,0.254
7621,0.255
7622,0.275
7623,0.242
7624,0.272
7625,0.263
7626,0.235
7627,0.258
7628,0.251
7629,0.267
7630,0.279
7631,0.245
7632,0.24
7633,0.232
7634,0.27
7635,0.226
7636,0.255
7637,0.278
7638,0.26
7639,0.254
7640,0.168
7641,0.163
7642,0.159
7643,0.144
7644,0.157
7645,0.165
7646,0.159
7647,0.161
7648,0.141
7649,0.182
7650,0.16
7651,0.142
7652,0.171
7653,0.163
7654,0.166
7655,0.164
7656,0.16
7657,0.169
7658,0.169
7659,0.165
7660,0.162
7661,0.162
7662,0.173
7663,0.16
7664,0.165
7665,0.158
7666,0.154
7667,0.171
7668,0.17
7669,0.159
7670,0.162
7671,0.195
7672,0.167
7673,0.159
7674,0.181
7675,0.166
7676,0.17
7677,0.166
7678,0.156
7679,0.185
7680,0.163
7681,0.168
7682,0.166
7683,0.169
7684,0.149
7685,0.137
7686,0.143
7687,0.127
7688,0.127
7689,0.149
7690,0.143
7691,0.143
7692,0.129
7693,0.181
7694,0.167
7695,0.127
7696,0.166
7697,0.15
7698,0.166
7699,0.161
7700,0.139
7701,0.139
7702,0.167
7703,0.15
7704,0.14
7705,0.137
7706,0.14
7707,0.14
7708,0.14
7709,0.14
7710,0.14
7711,0.14
7712,0.14
7713,0.14
7714,0.14
7715,0.14
7716,0.14
7717,0.14
7718,0.14
7719,0.14
7720,0.14
7721,0.14
7722,0.14
7723,0.14
7724,0.14
7725,0.14
7726,0.14
7727,0.14
7728,0.227
7729,0.195
7730,0.191
7731,0.178
7732,0.188
7733,0.218
7734,0.202
7735,0.237
7736,0.194
7737,0.226
7738,0.202
7739,0.193
7740,0.221
7741,0.195
7742,0.189
7743,0.196
7744,0.184
7745,0.23
7746,0.192
7747,0.193
7748,0.194
7749,0.186
7750,0.226
7751,0.206
7752,0.214
7753,0.213
7754,0.182
7755,0.226
7756,0.234
7757,0.229
7758,0.226
7759,0.226
7760,0.209
7761,0.212
7762,0.195
7763,0.225
7764,0.205
7765,0.239
7766,0.224
7767,0.228
7768,0.276
7769,0.206
7770,0.199
7771,0.191
7772,0.222
7773,0.229
7774,0.225
7775,0.224
7776,0.218
7777,0.237
7778,0.231
7779,0.229
7780,0.228
7781,0.229
7782,0.187
7783,0.246
7784,0.25
7785,0.236
7786,0.234
7787,0.235
7788,0.234
7789,0.223
7790,0.203
7791,0.236
7792,0.225
7793,0.292
7794,0.233
7795,0.233
7796,0.296
7797,0.228
7798,0.207
7799,0.205
7800,0.233
7801,0.248
7802,0.251
7803,0.227
7804,0.229
7805,0.291
7806,0.184
7807,0.176
7808,0.183
7809,0.185
7810,0.166
7811,0.184
7812,0.185
7813,0.187
7814,0.186
7815,0.187
7816,0.175
7817,0.176
7818,0.163
7819,0.187
7820,0.185
7821,0.184
7822,0.187
7823,0.188
7824,0.201
7825,0.174
7826,0.178
7827,0.17
7828,0.187
7829,0.186
7830,0.188
7831,0.186
7832,0.181
7833,0.189
7834,0.142
7835,0.124
7836,0.144
7837,0.134
7838,0.145
7839,0.116
7840,0.131
7841,0.131
7842,0.145
7843,0.145
7844,0.132
7845,0.133
7846,0.135
7847,0.149
7848,0.132
7849,0.119
7850,0.142
7851,0.126
7852,0.134
7853,0.134
7854,0.13
7855,0.126
7856,0.136
7857,0.126
7858,0.134
7859,0.128
7860,0.134
7861,0.117
7862,0.273
7863,0.257
7864,0.253
7865,0.251
7866,0.217
7867,0.259
7868,0.275
7869,0.256
7870,0.264
7871,0.353
7872,0.257
7873,0.252
7874,0.226
7875,0.254
7876,0.248
7877,0.326
7878,0.268
7879,0.283
7880,0.295
7881,0.254
7882,0.254
7883,0.255
7884,0.253
7885,0.255
7886,0.254
7887,0.253
7888,0.253
7889,0.324
7890,0.22
7891,0.211
7892,0.239
7893,0.243
7894,0.25
7895,0.198
7896,0.223
7897,0.236
7898,0.239
7899,0.202
7900,0.23
7901,0.224
7902,0.246
7903,0.265
7904,0.24
7905,0.278
7906,0.248
7907,0.262
7908,0.213
7909,0.225
7910,0.223
7911,0.213
7912,0.233
7913,0.242
7914,0.237
7915,0.269
7916,0.266
7917,0.244
7918,0.267
7919,0.271
7920,0.268
7921,0.208
7922,0.267
7923,0.264
7924,0.281
7925,0.234
7926,0.274
7927,0.247
7928,0.268
7929,0.291
7930,0.275
7931,0.277
7932,0.244
7933,0.281
7934,0.26
7935,0.267
7936,0.247
7937,0.255
7938,0.254
7939,0.271
7940,0.264
7941,0.312
7942,0.184
7943,0.193
7944,0.187
7945,0.183
7946,0.188
7947,0.179
7948,0.184
7949,0.184
7950,0.182
7951,0.17
7952,0.185
7953,0.193
7954,0.18
7955,0.187
7956,0.185
7957,0.183
7958,0.185
7959,0.189
7960,0.182
7961,0.183
7962,0.19
7963,0.177
7964,0.186
7965,0.187
7966,0.181
7967,0.188
7968,0.138
7969,0.125
7970,0.126
7971,0.125
7972,0.127
7973,0.129
7974,0.125
7975,0.118
7976,0.128
7977,0.129
7978,0.14
7979,0.127
7980,0.131
7981,0.142
7982,0.128
7983,0.133
7984,0.133
7985,0.133
7986,0.124
7987,0.151
7988,0.137
7989,0.133
7990,0.122
7991,0.125
7992,0.118
7993,0.14
7994,0.293
7995,0.236
7996,0.308
7997,0.277
7998,0.31
7999,0.247
8000,0.286
8001,0.3
8002,0.295
8003,0.253
8004,0.296
8005,0.284
8006,0.282
8007,0.304
8008,0.296
8009,0.298
8010,0.301
8011,0.277
8012,0.278
8013,0.286
8014,0.267
8015,0.278
8016,0.272
8017,0.308
8018,0.293
8019,0.311
8020,0.261
8021,0.301
8022,0.242
8023,0.241
8024,0.246
8025,0.245
8026,0.246
8027,0.267
8028,0.233
8029,0.257
8030,0.236
8031,0.246
8032,0.281
8033,0.238
8034,0.269
8035,0.209
8036,0.215
8037,0.261
8038,0.217
8039,0.232
8040,0.212
8041,0.207
8042,0.236
8043,0.222
8044,0.304
8045,0.223
8046,0.289
8047,0.218
8048,0.294
8049,0.341
8050,0.298
8051,0.266
8052,0.299
8053,0.285
8054,0.292
8055,0.293
8056,0.264
8057,0.302
8058,0.261
8059,0.253
8060,0.283
8061,0.275
8062,0.296
8063,0.243
8064,0.253
8065,0.285
8066,0.272
8067,0.269
8068,0.249
8069,0.247
8070,0.291
8071,0.277
8072,0.338
8073,0.243
8074,0.33
8075,0.25
8076,0.187
8077,0.214
8078,0.178
8079,0.186
8080,0.186
8081,0.185
8082,0.183
8083,0.188
8084,0.187
8085,0.185
8086,0.186
8087,0.182
8088,0.186
8089,0.185
8090,0.189
8091,0.175
8092,0.185
8093,0.179
8094,0.185
8095,0.18
8096,0.18
8097,0.184
8098,0.179
8099,0.184
8100,0.23
8101,0.183
8102,0.195
8103,0.188
8104,0.149
8105,0.133
8106,0.135
8107,0.142
8108,0.149
8109,0.14
8110,0.146
8111,0.125
8112,0.147
8113,0.144
8114,0.138
8115,0.152
8116,0.139
8117,0.134
8118,0.14
8119,0.131
8120,0.119
8121,0.144
8122,0.154
8123,0.14
8124,0.122
8125,0.13
8126,0.135
8127,0.136
8128,0.133
8129,0.121
8130,0.13
8131,0.123
8132,0.331
8133,0.343
8134,0.314
8135,0.275
8136,0.325
8137,0.31
8138,0.315
